,genres_name,year_of_release,revenue_in_millions
3198,Comedy,2005,1.046166
3199,Thriller,2009,0.0
3200,Drama,2009,0.0
3201,Drama,2009,0.0
3202,Adventure,1986,328.203506
3203,Animation,2010,0.0
3204,Thriller,2004,0.0
3205,Drama,2010,0.0
3206,Drama,2011,20.374201
3207,Thriller,2007,14.373825
3208,Action,2005,0.0
3209,Thriller,2014,0.0
3210,Horror,1987,32.222567
3211,Drama,2009,39.462438
3213,Comedy,2013,22.456509
3215,Adventure,1990,0.0
3216,Comedy,1999,0.0
3217,Drama,2006,20.138836
3218,Romance,2015,43.528634
3219,Drama,2001,5.271666
3220,Horror,2013,0.0
3221,Action,2003,0.0
3222,Drama,2009,4.440055
3223,Drama,2010,42.34536
3224,Action,2013,6.10872
3225,Adventure,1999,1.997807
3226,Drama,2007,0.0
3227,Drama,2006,22.889018
3228,Romance,2013,46.0
3230,Horror,2008,0.188126
3231,Adventure,2006,0.0
3232,Thriller,1994,213.928762
3234,Crime,2014,38.697217
3235,Comedy,2004,5.001655
3237,Comedy,1984,69.821334
3238,Comedy,2006,100.523181
3239,Crime,1986,52.287414
3240,Horror,2002,82.719885
3241,Drama,2004,0.0
3243,Comedy,2002,27.362712
3244,Comedy,1996,0.0
3245,Comedy,2011,39.187783
3246,Horror,2008,0.0
3247,Comedy,2014,26.049082
3248,Comedy,1981,0.0
3250,Drama,1993,0.0
3252,Horror,1994,18.090181
3253,Drama,1999,22.593409
3254,Drama,2006,18.948425
3255,Comedy,1998,17.46002
3256,Comedy,2009,29.010817
3257,Thriller,2000,34.266564
3258,Drama,2002,16.856124
3259,Action,2006,12.6713
3260,Action,2009,10.629321
3261,Drama,2009,0.0
3262,Comedy,2013,25.288872
3263,Comedy,2010,74.952305
3264,Comedy,1994,8.880705
3265,Drama,2000,8.279017
3266,Comedy,2011,10.13
3267,Comedy,1996,0.0
3268,Comedy,1999,0.0
3269,Comedy,2000,0.0
3270,Drama,1992,25.966555
3271,Animation,2015,5.659286
3272,Comedy,2010,18.124262
3273,Comedy,2002,0.0
3274,Action,1991,2.275557
3275,Comedy,1998,0.0
3276,Comedy,2010,6.49124
3277,Comedy,2010,0.0
3278,Drama,2007,9.2e-05
3279,Drama,1997,0.589304
3280,Drama,1983,0.0
3281,Animation,2009,0.0
3282,Comedy,2013,63.464861
3283,Drama,2005,0.852872
3284,Drama,2007,0.458232
3286,Comedy,2003,0.0
3287,Drama,1998,0.0
3288,Romance,2006,0.426224
3289,Comedy,2005,0.0
3290,Action,2010,3.453043
3291,Crime,2008,0.0
3292,Drama,2009,0.0
3293,Action,2006,0.143451
3294,Comedy,2005,0.0
3295,Drama,2014,0.053086
3297,Drama,2007,0.413454
3298,Drama,2005,2.019009
3299,Action,2014,0.0
3300,Comedy,2013,0.0
3301,Drama,2005,2.455831
3303,Thriller,2003,22.441323
3304,Action,2013,0.0
3305,Action,1989,0.88229
3307,Comedy,1989,145.793296
3308,Comedy,1997,0.0
3309,Crime,1995,32.392047
3310,Drama,2014,0.0
3311,Comedy,2005,24.793509
3312,Horror,2007,35.619521
3313,Drama,2009,26.096852
3314,Comedy,2005,11.588205
3315,Comedy,1984,0.0
3316,Action,2002,12.633747
3317,Comedy,2002,4.24587
3318,Action,2008,0.0
3319,Drama,2004,3.347647
3320,Comedy,2009,10.848783
3321,Drama,2003,0.0
3322,Drama,2001,0.0
3323,Drama,2003,0.0
3324,Comedy,2012,0.0
3325,Drama,2011,5.634828
3326,Drama,2012,0.0
3328,Animation,2007,0.0
3329,Thriller,2009,0.0
3330,Drama,2008,19.0
3332,Thriller,2009,10.329747
3333,Horror,1999,2.4
3334,Comedy,2007,231.411584
3335,Action,2015,0.0
3338,Drama,1983,92.921203
3339,Comedy,2009,60.722734
3340,Drama,1993,116.7
3341,Drama,2012,167.221571
3342,Thriller,2003,0.0
3344,Comedy,2000,0.0
3345,Comedy,2008,55.447968
3346,Comedy,2011,37.71061
3347,Drama,2005,54.6
3348,Crime,2005,49.08483
3349,Thriller,1995,25.405445
3352,Action,1988,20.256975
3353,Adventure,2005,0.0
3355,Horror,2014,36.433975
3356,Comedy,1996,14.702438
3357,Drama,2005,0.0
3358,Crime,2015,17.986781
3359,Drama,1999,14.011454
3360,Horror,2003,16.829545
3362,Comedy,2009,31.430334
3363,Comedy,2010,0.0
3364,Adventure,1989,0.0
3365,Romance,2014,14.618727
3366,Drama,2009,0.0
3367,Drama,1988,8.373585
3368,Romance,1999,7.292175
3369,Drama,2004,0.0
3370,Adventure,2002,0.0
3371,Comedy,2007,0.0
3372,Thriller,1992,5e-06
3373,Action,2001,4.720371
3374,Drama,2004,29.38532
3375,Drama,2008,0.0
3376,Comedy,2010,0.0
3377,Drama,1999,0.0
3378,Drama,2002,2.062066
3379,Drama,2006,0.0
3380,Drama,2011,6.038942
3381,Drama,2013,0.0
3382,Action,2009,0.0
3383,Comedy,1983,1.246141
3384,Drama,2009,0.0
3386,Fantasy,1993,0.0
3387,Comedy,2010,0.0
3388,Comedy,2009,1.429299
3389,Comedy,1998,0.0
3390,Drama,2010,0.382946
3391,Comedy,2013,0.523511
3393,Drama,2002,0.0
3394,Romance,2015,0.573335
3395,Comedy,2010,0.453079
3396,Drama,2013,1.310673
3397,Crime,2010,0.046488
3398,Drama,2005,0.0
3399,Action,1999,0.030471
3400,Crime,2014,0.0
3401,Horror,2011,0.0
3402,Animation,2012,12.4
3404,Romance,1985,41.410568
3405,Adventure,2008,8.9
3406,Comedy,1993,7.993039
3407,Comedy,2007,7.0
3409,Thriller,2015,0.0
3410,Drama,1999,0.0
3411,Comedy,2005,0.0
3412,Action,2003,0.0
3413,Horror,2012,44.287131
3414,Drama,2010,7.103838
3415,Drama,2003,0.0
3416,Action,2009,0.0
3417,Drama,2007,0.0
3418,Horror,2014,255.273813
3419,Comedy,2009,7e-06
3420,Crime,1991,57.504069
3421,Drama,1987,54.215416
3422,Comedy,1981,0.0
3423,Horror,1980,31.899
3424,Action,1993,0.0
3425,Crime,1999,28.451622
3426,Comedy,2006,13.368437
3428,Horror,1999,1e-05
3429,Drama,2001,0.0
3430,Drama,2011,17.693675
3431,Drama,2004,11.850214
3432,Drama,2005,2.025032
3433,Drama,2013,2.40151
3434,Romance,2004,1.548955
3435,Drama,2000,0.0
3436,Drama,2009,1.521261
3437,Action,2010,0.0
3438,Drama,2007,8.159508
3439,Action,1984,78.3712
3440,Comedy,2003,79.38488
3441,Drama,2009,0.0
3442,Comedy,1985,14.237
3443,Romance,1995,2.122561
3445,Drama,1986,138.530565
3449,Drama,1980,0.0
3451,Comedy,1980,39.846344
3452,Comedy,2001,0.0
3453,Comedy,1999,25.05964
3454,Drama,1995,23.341568
3455,Horror,1989,22.168359
3456,Comedy,2002,38.275483
3457,Drama,2008,44.703995
3459,Comedy,2000,0.0
3461,Comedy,1988,0.0
3462,Comedy,2007,18.197398
3463,Crime,1997,18.81472
3464,Comedy,2003,18.750246
3465,Comedy,1988,0.0
3466,Comedy,1998,58.0
3467,Crime,1995,12.0
3468,Drama,2006,48.02797
3469,Horror,1989,11.642254
3470,Comedy,2012,9.20647
3472,Drama,2000,0.0
3473,Comedy,1999,6.85245
3474,Drama,2012,13.231461
3475,Comedy,2012,0.0
3476,Drama,2009,6.670712
3477,Action,2011,19.560274
3478,Comedy,2008,6.230276
3479,Drama,1999,10.409377
3480,Comedy,1998,0.0
3481,Comedy,2009,0.0
3482,Drama,2014,5.483299
3483,Comedy,1999,4.398989
3484,Comedy,2001,0.0
3485,Action,1993,3.283371
3487,Drama,2003,2.944752
3488,Comedy,2001,2.025238
3489,Drama,2001,0.0
3491,Drama,2008,2.899975
3493,Drama,2002,0.0
3494,Action,1991,0.869325
3495,Drama,2011,0.399611
3496,Drama,2003,0.0
3497,Drama,2009,0.0
3498,Drama,2011,1.332231
3499,Drama,2006,0.0
3500,Action,2001,0.0
3502,Comedy,2008,0.069497
3504,Crime,2003,0.0
3505,Action,1994,0.0
3506,Crime,2009,0.0
3507,Crime,2012,0.066351
3508,Drama,2009,0.0
3509,Action,2011,0.0
3510,Romance,2009,0.0
3511,Horror,1983,2.120439
3512,Drama,2002,3.897799
3513,Drama,2014,0.032251
3514,Drama,2008,0.530048
3515,Comedy,2012,0.0
3517,Drama,2012,0.0
3518,Action,2005,27.165581
3519,Comedy,1998,0.0
3520,Comedy,2002,76.578641
3521,Drama,2002,0.0
3522,Action,2006,7.0
3523,Action,2012,0.000126
3524,Thriller,2009,18.46968
3525,Comedy,2010,0.531826
3527,Drama,1981,58.972904
3528,Comedy,2005,0.0
3529,Drama,1996,0.0
3530,Romance,2013,0.0
3532,Comedy,2001,0.0
3533,Drama,2001,0.0
3534,Comedy,1980,4.865
3535,Drama,2004,0.0
3536,Comedy,2003,3.031801
3537,Crime,2003,2.466444
3538,Drama,1989,37.295445
3539,Drama,2001,0.0
3540,Drama,2011,0.0
3541,Drama,2002,0.000792
3542,Comedy,2013,0.0
3543,Drama,2006,11.502151
3544,Drama,2014,0.0
3545,Comedy,2011,0.0
3546,Comedy,2007,0.0
3547,Drama,1999,0.0
3548,Thriller,2011,15.699707
3550,Comedy,2004,0.0
3551,Drama,2014,5.0
3553,Drama,2011,0.0
3554,Horror,2013,0.0
3555,Horror,2005,152.925093
3559,Horror,2011,205.703818
3560,Horror,2014,103.590271
3561,Horror,1987,44.793222
3562,Comedy,2013,99.067206
3563,Horror,2012,142.817992
3566,Horror,1991,34.872033
3567,Crime,2003,60.378584
3569,Horror,2014,86.362372
3570,Drama,1980,26.010864
3571,Drama,2013,55.198285
3572,Thriller,2015,64.110728
3574,Horror,2013,44.030246
3575,Comedy,2006,26.888376
3576,Drama,2000,110.0
3577,Comedy,2013,23.198652
3578,Comedy,1991,0.0
3580,Animation,1999,0.0
3581,Drama,1997,0.0
3582,Drama,1981,0.0
3583,Comedy,2011,17.273593
3585,Drama,1998,0.0
3586,Horror,2014,40.1
3587,Drama,2014,0.0
3588,Drama,1997,0.0
3589,Drama,2014,43.884652
3591,Action,1981,19.905359
3592,Horror,1989,14.0
3593,Comedy,2002,368.744044
3594,Drama,2013,31.724284
3595,Horror,1995,15.116634
3596,Drama,2001,33.616692
3597,Horror,2004,30.039392
3598,Drama,2008,0.0
3599,Drama,1996,13.269963
3600,Horror,1988,17.768757
3601,Horror,1986,0.0
3602,Comedy,1982,0.0
3603,Action,1983,12.232628
3604,Horror,2011,25.562924
3605,Comedy,2008,16.174377
3606,Action,2015,54.418872
3607,Action,1982,14.056528
3610,Drama,2009,0.0
3613,Fantasy,2000,0.0
3614,Comedy,2004,0.0
3615,Comedy,2003,3.432342
3617,Action,2001,0.0
3619,Comedy,1989,0.0
3620,Comedy,2006,6.538177
3621,Comedy,1998,0.0
3623,Action,2001,5.47606
3625,Comedy,2006,0.0
3627,Drama,1997,3.263585
3628,Drama,2010,41.424067
3629,Comedy,2008,4.040588
3630,Comedy,1982,0.0
3631,Drama,1994,3.049135
3632,Drama,2015,4.842699
3633,Comedy,2010,2.614773
3634,Comedy,1998,1.980338
3635,Thriller,2004,8.203235
3636,Drama,1992,0.0
3637,Thriller,2014,2.450846
3638,Drama,2010,5.129058
3639,Comedy,2003,0.742898
3641,Comedy,2006,0.0
3642,Drama,2014,0.846704
3643,Comedy,1996,0.560069
3644,Crime,1996,0.0
3645,Drama,2007,0.0
3647,Drama,1980,0.0
3648,Comedy,2010,5.476793
3649,Drama,2008,0.0
3651,Comedy,1999,0.0
3652,Horror,2004,0.0
3653,Horror,2015,98.450062
3654,Drama,2007,0.782102
3655,Romance,2004,0.0
3656,Horror,2015,0.0
3657,Thriller,2011,0.0
3658,Horror,2008,0.0
3659,Drama,2009,0.0
3660,Comedy,2006,0.0
3661,Drama,2009,0.0
3664,Romance,2015,0.0
3666,Thriller,2014,0.0
3667,Action,2013,0.0
3669,Comedy,2012,0.0
3672,Horror,2015,0.0
3673,Comedy,2006,0.0
3674,Drama,2009,17.872796
3675,Drama,1996,24.475416
3676,Horror,2011,0.209696
3677,Horror,2005,80.578934
3678,Comedy,2005,0.0
3679,Thriller,2011,3.099314
3680,Horror,1988,0.0
3681,Drama,2006,0.0
3682,Comedy,2014,0.0
3683,Horror,1986,8.025872
3685,Drama,2013,10.337387
3686,Drama,2005,0.0
3687,Comedy,2011,0.0
3688,Drama,2004,0.0
3689,Action,2007,0.0
3690,Drama,2010,0.0
3691,Drama,2013,0.0
3692,Drama,2007,0.0
3693,Drama,2006,0.0
3694,Comedy,1984,146.198896
3695,Romance,1980,58.853106
3696,Comedy,1994,254.700832
3697,Comedy,1982,27.09288
3699,Crime,2002,13.060843
3700,Crime,1996,7.011317
3701,Crime,2000,7.390108
3703,Drama,1998,0.0
3704,Drama,1986,0.0
3705,Comedy,2014,10.429707
3706,Fantasy,2001,1.270522
3707,Action,2011,0.0
3708,Drama,1997,0.0
3709,Comedy,2002,0.0
3710,Comedy,2009,0.744816
3711,Drama,2005,23.803308
3712,Drama,2010,0.0
3713,Comedy,2001,0.0
3714,Action,2006,0.0
3715,Adventure,2011,0.623528
3716,Crime,2002,0.0
3717,Drama,2010,3.606395
3718,Comedy,2014,0.0
3720,Comedy,2015,0.0
3723,Drama,1985,0.0
3724,Adventure,2014,0.0
3725,Action,2012,6.294161
3726,Crime,2000,0.0
3727,Drama,2010,0.0
3728,Drama,2003,41.4
3729,Drama,2009,0.0
3730,Thriller,2009,0.0
3731,Comedy,2006,0.0
3732,Drama,1997,0.0
3733,Fantasy,2004,32.0
3734,Romance,1992,62.548947
3735,Comedy,1981,125.728258
3736,Horror,2010,0.0
3738,Drama,2003,119.723856
3741,Drama,2001,44.909486
3742,Horror,2015,0.187112
3743,Drama,1995,49.8
3744,Horror,2013,0.0
3746,Thriller,2015,52.425855
3748,Comedy,2010,34.70585
3749,Action,1988,13.008928
3752,Horror,2013,15.179302
3753,Drama,2014,44.349
3754,Comedy,2006,31.584901
3755,Action,2001,10.229331
3756,Action,2000,9.0
3757,Drama,2003,0.0
3759,Drama,2006,0.0
3760,Comedy,1995,0.0
3761,Horror,2007,44.0
3762,Comedy,2014,0.0
3763,Comedy,2002,0.0
3765,Comedy,2006,4.630045
3766,Crime,1995,4.3
3767,Comedy,2002,9.304609
3769,Drama,1988,3.468572
3771,Comedy,1999,0.0
3772,Comedy,2007,2.426851
3773,Comedy,2005,1.919197
3774,Horror,2011,1.104682
3775,Fantasy,2005,0.866999
3776,Drama,2011,0.0
3777,Fantasy,1987,0.0
3778,Drama,2011,1.406224
3779,Thriller,2015,0.0
3780,Comedy,2002,0.0
3781,Drama,1999,0.0
3782,Drama,2012,0.6411
3783,Drama,2014,2.365467
3784,Crime,1997,0.302204
3785,Crime,1988,0.354704
3786,Comedy,2000,0.0
3787,Comedy,1999,0.0
3788,Drama,2013,0.0
3789,Crime,2010,0.12
3790,Comedy,2000,0.0
3791,Comedy,1998,0.0
3792,Drama,2013,0.318982
3793,Drama,1999,0.0
3794,Drama,2002,0.146402
3795,Drama,2010,0.033245
3796,Drama,1997,0.0
3797,Drama,2014,0.0
3798,Comedy,2011,0.355688
3799,Adventure,2011,25.345
3800,Comedy,2003,0.0
3801,Drama,2013,4.037782
3803,Thriller,2012,0.0
3805,Comedy,2007,0.0
3807,Horror,2009,0.0
3808,Horror,2012,0.0
3809,Comedy,2012,0.0
3810,Romance,2014,0.0
3814,Drama,2014,0.0
3817,Comedy,2010,4.27
3818,Drama,2005,0.0
3819,Drama,2009,0.044462
3821,Drama,2009,0.0
3822,Comedy,2006,13.401952
3824,Comedy,1997,257.850122
3825,Comedy,1980,83.453539
3826,Thriller,2015,0.0
3827,Comedy,1995,28.215918
3828,Drama,1993,27.9
3829,Horror,1987,14.0
3836,Action,1998,0.0
3837,Comedy,1996,9.482579
3838,Drama,1998,6.451628
3839,Crime,2009,33.965843
3840,Horror,2008,0.0
3841,Horror,1987,5.923044
3842,Action,2001,0.0
3844,Drama,1999,0.0
3845,Fantasy,2010,4.159678
3846,Comedy,2006,0.0
3847,Comedy,2006,0.113783
3848,Action,2004,0.0
3850,Crime,2008,0.0
3851,Action,1999,0.0
3853,Horror,2009,0.0
3854,Action,2013,0.0
3856,Action,2013,0.0
3857,Action,2014,0.0
3858,Drama,2015,0.0
3859,Crime,2014,0.0
3862,Thriller,2011,19.504039
3863,Drama,2011,0.0
3864,Comedy,2008,3.830137
3865,Drama,2014,13.092
3866,Drama,2002,30.64177
3867,Comedy,1999,4.0
3868,Drama,2015,0.0
3870,Drama,2012,16.8
3871,Comedy,1983,19.294144
3872,Drama,2006,0.0
3873,Action,1982,0.0
3874,Comedy,2014,0.045
3875,Romance,1999,7e-06
3876,Drama,2008,28.81458
3879,Drama,2009,2.277396
3880,Drama,2004,0.0
3881,Drama,2010,5.332926
3882,Action,2005,0.658573
3887,Drama,1996,16.49108
3888,Comedy,2000,0.0
3889,Horror,2010,177.512032
3890,Comedy,1998,0.0
3892,Drama,2014,0.0
3893,Horror,1985,29.999213
3894,Drama,1985,20.966644
3896,Horror,2012,77.712439
3897,Comedy,2002,19.184015
3900,Comedy,1997,23.144499
3901,Adventure,2000,68.411275
3902,Horror,1986,19.472057
3904,Comedy,1990,15.369573
3907,Fantasy,1993,15.938065
3909,Comedy,2005,11.718595
3910,Romance,2015,0.229094
3911,Drama,1985,0.0
3912,Action,2009,0.0
3915,Comedy,1999,9.016377
3917,Comedy,2006,0.0
3918,Romance,2013,11.176469
3919,Comedy,1987,0.0
3920,Action,1988,7.282851
3921,Drama,2004,6.804016
3922,Comedy,2002,0.0
3923,Drama,2005,10.422387
3924,Comedy,1999,28.2
3925,Comedy,2000,0.0
3926,Drama,1996,4.109095
3927,Comedy,2010,0.0
3929,Fantasy,1993,0.0
3930,Comedy,1997,0.0
3932,Drama,2001,0.0
3933,Comedy,1999,3.07682
3934,Drama,1996,3.011195
3935,Comedy,2013,4.069826
3936,Crime,2005,9.879971
3937,Comedy,1998,2.80739
3938,Comedy,2003,0.0
3939,Comedy,2014,1.826705
3940,Drama,2003,14.980005
3941,Action,2010,0.0
3942,Action,2011,0.748453
3944,Comedy,1996,0.0
3946,Drama,2009,2.357852
3947,Comedy,2012,0.0
3948,Horror,1998,0.0
3949,Comedy,2012,11.947954
3950,Drama,2004,0.0
3951,Comedy,2012,0.0
3952,Comedy,2004,0.0
3954,Horror,2010,0.0
3955,Drama,1999,0.0
3957,Drama,2009,0.0
3958,Thriller,2015,3.387
3959,Comedy,2005,0.0
3960,Comedy,2010,0.0
3961,Drama,2009,0.0
3962,Action,2013,0.0
3963,Comedy,2014,0.0
3964,Comedy,2013,0.0
3965,Drama,2011,0.0
3967,Drama,2009,0.0
3968,Thriller,2013,0.0
3970,Thriller,2015,0.0
3972,Action,2009,0.0
3973,Comedy,2010,0.0
3974,Drama,1998,5.596708
3976,Crime,2015,0.0
3977,Comedy,2005,0.0
3978,Thriller,2015,0.0
3980,Horror,2003,0.0
3981,Romance,2011,0.0
3982,Thriller,2015,0.0
3983,Drama,2005,23.563727
3985,Horror,1988,19.170001
3988,Horror,2007,5.364858
3989,Comedy,2006,0.0
3990,Drama,1997,0.0
3993,Action,2008,0.0
3995,Comedy,1996,0.0
3998,Horror,1984,32.98088
3999,Drama,2013,10.7
4000,Drama,1987,0.0
4001,Comedy,2006,0.0
4004,Action,2009,0.0
4005,Horror,2007,0.0
4008,Comedy,2013,60.141683
4010,Comedy,1996,34.585416
4011,Horror,1982,14.4
4014,Comedy,2013,32.230907
4015,Drama,1991,0.0
4016,Comedy,2004,26.781723
4017,Drama,1995,5.535405
4018,Horror,2003,0.0
4019,Comedy,1999,0.0
4020,Comedy,2004,0.0
4021,Drama,2007,0.0
4023,Drama,2003,9.726954
4024,Comedy,2013,6.854611
4025,Comedy,2008,0.0
4027,Drama,2006,0.0
4028,Drama,2007,0.071904
4030,Comedy,2008,0.0
4031,Horror,2000,0.0
4032,Drama,2008,0.107559
4033,Comedy,2010,0.324138
4034,Comedy,2010,0.0
4035,Comedy,2015,0.0
4037,Drama,1996,5.731103
4038,Drama,2006,0.0
4039,Adventure,2006,0.495303
4040,Crime,2015,0.0
4041,Drama,2006,8.176544
4042,Action,2012,0.0
4044,Drama,2011,0.0
4045,Comedy,1998,0.565592
4047,Drama,2011,0.0
4048,Thriller,2014,0.0
4049,Fantasy,1987,0.0
4051,Thriller,2014,0.0
4052,Horror,1982,36.690067
4053,Horror,1985,21.930418
4054,Drama,2007,0.0
4055,Fantasy,2015,0.0
4056,Thriller,2008,0.0
4058,Thriller,2015,0.0
4059,Comedy,2005,0.0
4060,Romance,2014,0.0
4061,Action,2007,0.0
4063,Crime,2001,0.480811
4064,Comedy,2001,0.0
4065,Drama,2015,0.00333
4066,Horror,2007,30.448
4067,Drama,2010,0.0
4069,Thriller,2015,0.0
4070,Adventure,2015,0.0
4072,Comedy,1989,0.0
4074,Horror,2015,14.674076
4077,Adventure,1981,24.600832
4078,Action,1994,0.0
4079,Crime,1999,11.540607
4080,Horror,2011,13.101672
4081,Drama,2006,70.0
4082,Drama,2011,34.522221
4085,Adventure,2003,1.477676
4086,Drama,1998,0.0
4087,Comedy,2003,6.003587
4088,Drama,2004,15.992615
4089,Drama,2000,20.908467
4090,Crime,2003,4.601043
4092,Drama,2010,13.831503
4095,Comedy,2005,0.0
4097,Drama,2015,11.12209
4098,Crime,1999,0.0
4099,Crime,2005,5.967038
4100,Crime,2015,2.801508
4101,Comedy,2002,2.506446
4102,Horror,1986,0.0
4103,Romance,2006,5.179037
4104,Drama,2008,11.125849
4107,Drama,2015,1.477002
4109,Drama,2010,0.876302
4111,Drama,2000,0.0
4112,Comedy,1997,0.0
4113,Comedy,2010,0.563706
4114,Action,1985,0.390659
4115,Comedy,2005,0.0
4116,Comedy,2007,0.0
4117,Action,1998,0.124494
4119,Drama,2004,0.12062
4120,Comedy,2009,0.111731
4121,Comedy,1997,0.0
4122,Drama,2015,0.187674
4123,Animation,2008,1.1
4124,Drama,2005,0.0
4125,Adventure,2013,0.0
4126,Comedy,2014,0.0
4127,Comedy,2009,0.0
4128,Comedy,1993,0.054207
4129,Drama,2005,0.0
4130,Drama,2006,0.622806
4131,Horror,2015,0.0
4132,Horror,2008,3.983997
4133,Thriller,2013,0.0
4134,Horror,2009,0.0
4135,Drama,2008,0.0
4136,Thriller,2004,0.0
4137,Thriller,2011,0.0
4138,Horror,2012,0.095
4139,Crime,2010,0.0
4142,Thriller,2012,0.0
4143,Action,2007,0.0
4145,Horror,2008,0.0
4146,Action,2002,0.0
4147,Comedy,2012,0.0
4148,Comedy,2013,0.0
4149,Comedy,2013,0.0
4150,Comedy,2013,0.0
4152,Comedy,2013,0.0
4155,Action,2011,0.0
4157,Thriller,2015,0.0
4158,Thriller,2015,0.0
4159,Crime,1986,0.0
4160,Fantasy,2003,0.0
4161,Thriller,2015,0.0
4162,Drama,2010,19.15248
4163,Drama,2011,0.864659
4165,Drama,2006,0.0
4166,Drama,2013,0.222
4167,Thriller,2008,2.957978
4168,Drama,2015,0.0
4169,Drama,2015,0.0
4170,Horror,2010,67.73809
4171,Drama,2009,0.0
4174,Drama,2002,0.0
4175,Drama,2012,21.107746
4177,Drama,2001,0.0
4178,Drama,2011,0.841733
4179,Comedy,2015,0.0
4180,Comedy,2011,0.621951
4181,Comedy,1993,0.0
4182,Adventure,2003,0.0
4185,Horror,2007,0.0
4187,Action,2013,0.0
4188,Comedy,2012,0.0
4189,Action,1998,7.267585
4190,Drama,2002,0.150277
4191,Adventure,2013,0.0
4192,Drama,2008,23.311391
4194,Drama,2001,0.0
4195,Thriller,2010,0.572809
4196,Comedy,1999,1.943649
4197,Drama,2004,0.0
4198,Drama,2013,4.235151
4199,Drama,2005,0.0
4203,Drama,2013,0.0
4204,Comedy,1999,6.033999
4205,Drama,2010,2.592808
4206,Drama,2007,0.0
4207,Thriller,2014,0.0
4208,Drama,2006,0.0
4210,Romance,2006,0.0
4212,Drama,2003,0.0
4214,Comedy,2007,22.17943
4215,Action,1988,11.806119
4217,Drama,1995,7.412216
4218,Comedy,2005,11.098131
4219,Comedy,2001,10.013424
4222,Drama,1994,0.0
4223,Romance,1998,2.375097
4224,Horror,2010,97.00915
4225,Comedy,1984,2.3
4226,Crime,2000,0.0
4228,Drama,2005,0.712294
4229,Comedy,2013,3.566225
4230,Action,1993,0.418961
4231,Drama,2001,0.416925
4232,Drama,2008,0.414404
4233,Thriller,2015,0.0
4234,Horror,2001,0.373967
4235,Comedy,2006,0.0
4236,Drama,2011,0.330048
4237,Comedy,2006,0.0
4239,Drama,2002,0.0
4240,Comedy,2007,0.173066
4241,Comedy,2005,0.0
4242,Comedy,2015,0.0
4243,Drama,2005,0.0
4244,Drama,2010,0.0
4245,Horror,2009,0.032
4246,Drama,2008,0.0
4247,Romance,2015,0.0
4248,Horror,2012,1.165882
4249,Horror,2014,0.0
4251,Comedy,2005,0.0
4252,Drama,2013,0.0
4253,Comedy,2013,0.0
4256,Thriller,2015,0.0
4257,Drama,2015,0.0
4260,Drama,2004,0.0
4262,Adventure,2004,0.0
4264,Horror,2014,0.0
4265,Drama,2014,0.0
4266,Thriller,2014,0.0
4268,Comedy,1998,3.897569
4270,Drama,1998,0.0
4271,Comedy,1996,0.0
4272,Drama,2006,0.639
4273,Drama,2000,0.619042
4274,Horror,2012,0.001632
4275,Drama,2014,0.0
4277,Action,2003,0.0
4278,Comedy,2005,0.0
4279,Comedy,2010,0.0
4280,Drama,2009,0.0
4282,Horror,1981,21.722776
4284,Horror,1984,3.412497
4285,Drama,2013,0.0
4286,Adventure,2011,0.0
4289,Thriller,2014,0.0
4290,Drama,1989,0.0
4291,Horror,2004,103.911669
4292,Comedy,2001,18.492362
4294,Comedy,2013,0.0
4295,Comedy,2001,0.0
4296,Drama,2000,0.0
4298,Comedy,1999,0.0
4299,Drama,2013,2.86102
4300,Crime,1992,14.661007
4303,Drama,2015,0.0
4304,Drama,2012,0.0
4305,Comedy,2003,0.0
4307,Comedy,2007,0.0
4308,Drama,2011,0.0
4309,Drama,2013,0.0
4310,Crime,2003,0.0
4311,Comedy,2008,0.0
4313,Thriller,2011,0.0
4315,Action,1993,2.850263
4317,Horror,2015,0.0
4318,Horror,2013,0.0
4319,Comedy,2005,18.63769
4320,Drama,2004,0.0
4321,Comedy,1987,1.4
4323,Horror,2002,0.0
4324,Drama,2006,0.0
4325,Fantasy,2010,0.0
4326,Action,2011,4.105187
4327,Horror,2010,0.0
4328,Horror,2013,0.0
4330,Horror,2008,0.0
4331,Drama,2009,0.0
4334,Drama,2014,0.0
4336,Horror,2015,62.88209
4338,Drama,1981,17.985893
4340,Horror,2012,18.112929
4341,Horror,1987,14.564027
4343,Horror,2005,10.047674
4344,Adventure,1999,10.03739
4345,Drama,2010,16.56624
4346,Drama,2005,13.350369
4347,Thriller,2012,101.75849
4353,Action,2014,6.833445
4355,Drama,2012,9.138338
4357,Drama,2011,5.355847
4358,Comedy,1998,0.0
4359,Drama,2014,5.284309
4360,Drama,2011,3.538446
4361,Comedy,2014,3.123963
4362,Drama,2008,0.0
4364,Drama,1997,2.057193
4365,Comedy,1996,0.0
4367,Comedy,2000,1.744858
4368,Comedy,2002,0.0
4369,Drama,1998,0.0
4370,Crime,2001,0.852206
4371,Drama,2000,0.623791
4372,Comedy,1997,0.0
4373,Drama,2003,0.0
4374,Comedy,1997,0.0
4375,Drama,2002,0.464
4376,Drama,2014,0.0
4377,Crime,2009,0.0
4378,Comedy,2006,0.0
4380,Comedy,2003,0.0
4384,Drama,2004,0.0
4386,Drama,2013,0.0
4388,Drama,2012,0.0
4389,Thriller,2005,0.0
4391,Comedy,2010,0.01487
4392,Comedy,1998,0.0
4393,Romance,1999,0.0
4394,Comedy,1998,0.0
4395,Action,2000,0.0
